object_id,label,layer,language names,spellings,alternate names,notes,sources,type,Language areas,Sub-regions,Jamoats,text
92,Паршед (?),Shughni,"{'Shughni': '?', 'Russian': 'Паршед (Parshed)'}",,,"['belongs to the Тавдем jamoat', 'exact location is unclear', 'Эдельман [1975: 49] mentions a settlement called Паригет (Pariget), that is likely to be Паршед written with a typo']",['J-42'],point,Shokhdara variety,Хох̌дарā,Тавдем ҷамоат,"Shughni: ?
Russian: Паршед (Parshed)
coordinates: [37.4024354, 71.6378085]
altitude: 2288 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тавдем jamoat; exact location is unclear; Эдельман [1975: 49] mentions a settlement called Паригет (Pariget), that is likely to be Паршед written with a typo

sources: [J-42]"
93,Хидорджев,Shughni,"{'Shughni': '?', 'Russian': 'Хидорджев (Khidordzhev)'}","['Khidorjev', 'Khidorjiv']",,['belongs to the Тавдем jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тавдем ҷамоат,"Shughni: ?
Russian: Хидорджев (Khidordzhev)
alternate spellings: Khidorjev, Khidorjiv
coordinates: [37.3999437, 71.6424928]
altitude: 2310 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тавдем jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
94,Тавдем,Shughni,"{'Shughni': '?', 'Russian': 'Тавдем (Tavdem)'}",,,['belongs to the Тавдем jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тавдем ҷамоат,"Shughni: ?
Russian: Тавдем (Tavdem)
coordinates: [37.3929528, 71.6619491]
altitude: 2368 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тавдем jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
95,Намадродж,Shughni,"{'Shughni': '?', 'Russian': 'Намадродж (Namadrodzh)'}","['Намадрож (Namadrozh)', 'Namadroj']",,['belongs to the Тусьён jamoat'],"['J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Намадродж (Namadrodzh)
alternate spellings: Намадрож (Namadrozh), Namadroj
coordinates: [37.3874152, 71.6528243]
altitude: 2613 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [J-42; The Pamirs’ Map 2013]"
96,Нудж,Shughni,"{'Shughni': '?', 'Russian': 'Нудж (Nudzh)'}","['Нуч (Nuch)', 'Nuj']",,['belongs to the Тусьён jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Нудж (Nudzh)
alternate spellings: Нуч (Nuch), Nuj
coordinates: [37.385699, 71.6643741]
altitude: 2393 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
97,Бартавдем ,Shughni,"{'Shughni': '?', 'Russian': 'Бартавдем (Bartavdem)'}",['Бахртавдем (Bahrtavdem)'],,"['apparently belongs to the Тавдем jamoat', 'most likely resettlement from Тавдем']",['The Pamirs’ Map 2013'],point,Shokhdara variety,Хох̌дарā,Тавдем ҷамоат,"Shughni: ?
Russian: Бартавдем (Bartavdem)
alternate spellings: Бахртавдем (Bahrtavdem)
coordinates: [37.3837432, 71.6746888]
altitude: 2492 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: apparently belongs to the Тавдем jamoat; most likely resettlement from Тавдем

sources: [The Pamirs’ Map 2013]"
98,Бодоми Поён,Shughni,"{'Shughni': '?', 'Russian': 'Бодоми Поён (Bodomi Poyon)'}",,"['Хут (Khut)', 'Нижний Бодом (Lower Bodom)']","['belongs to the Тавдем jamoat', 'part of the Бодом (Bodom) settlement; the name\xa0Бодоми Поён is a Tajik ezafe construction meaning ‘Lower Bodom’', 'on the J-42 map, Бодом is called Хут (Khut) for some reason']","['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,—,Тавдем ҷамоат,"Shughni: ?
Russian: Бодоми Поён (Bodomi Poyon)
alternate names: Хут (Khut), Нижний Бодом (Lower Bodom)
coordinates: [37.4237853, 71.6478545]
altitude: 2718 m

idiom: Shokhdara variety

notes: belongs to the Тавдем jamoat; part of the Бодом (Bodom) settlement; the name Бодоми Поён is a Tajik ezafe construction meaning ‘Lower Bodom’; on the J-42 map, Бодом is called Хут (Khut) for some reason

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
99,Бодоми Боло,Shughni,"{'Shughni': '?', 'Russian': 'Бодоми Боло (Bodomi Bolo)'}",,"['Хут (Khut)', 'Верхний Бодом (Upper Bodom)']","['belongs to the Тавдем jamoat', 'part of the Бодом (Bodom) settlement; the name Бодоми Боло is a Tajik ezafe construction meaning ‘Upper Bodom’', 'on the J-42 map, Бодом is called Хут (Khut) for some reason']","['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,—,Тавдем ҷамоат,"Shughni: ?
Russian: Бодоми Боло (Bodomi Bolo)
alternate names: Хут (Khut), Верхний Бодом (Upper Bodom)
coordinates: [37.4272404, 71.6580642]
altitude: 2930 m

idiom: Shokhdara variety

notes: belongs to the Тавдем jamoat; part of the Бодом (Bodom) settlement; the name Бодоми Боло is a Tajik ezafe construction meaning ‘Upper Bodom’; on the J-42 map, Бодом is called Хут (Khut) for some reason

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
100,Девлох,Shughni,"{'Shughni': '?', 'Russian': 'Девлох (Devlokh)'}",,,['belongs to the Тусьён jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Девлох (Devlokh)
coordinates: [37.354502, 71.6673508]
altitude: 2830 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
101,Лахшик,Shughni,"{'Shughni': '?', 'Russian': 'Лахшик (Lakhshik)'}",['Лахик (Lakhik)'],,['belongs to the Тусьён jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Лахшик (Lakhshik)
alternate spellings: Лахик (Lakhik)
coordinates: [37.372319, 71.6587396]
altitude: 2701 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
102,Бармев,Shughni,"{'Shughni': '?', 'Russian': 'Бармев (Barmev)'}",['Барнев (Barnev)'],,['belongs to the Тусьён jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Бармев (Barmev)
alternate spellings: Барнев (Barnev)
coordinates: [37.3633583, 71.6633017]
altitude: 2644 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
103,Жирпор,Shughni,"{'Shughni': '?', 'Russian': 'Жирпор (Zhirpor)'}",['Жырпор (Zhyrpor)'],,['belongs to the Тусьён jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Жирпор (Zhirpor)
alternate spellings: Жырпор (Zhyrpor)
coordinates: [37.3689833, 71.6689142]
altitude: 2568 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
104,Ридзев,Shughni,"{'Shughni': '?', 'Russian': 'Ридзев (Ridzev)'}","['Ризеф (Rizef),\xa0Ризев (Rizev)']",,['belongs to the Тусьён jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Ридзев (Ridzev)
alternate spellings: Ризеф (Rizef), Ризев (Rizev)
coordinates: [37.3720354, 71.6717084]
altitude: 2449 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
105,Себзор,Shughni,"{'Shughni': '?', 'Russian': 'Себзор (Sebzor)'}",,['Хун (Khun)'],"['belongs to the Тусьён jamoat', 'on the J-42 map, it is called Хун (Khun); Каландаров (2004: 11) mentions a settlement with such name that belongs to the Тавдем jamoat']","['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Тисйу̊н ҷамоат,"Shughni: ?
Russian: Себзор (Sebzor)
alternate names: Хун (Khun)
coordinates: [37.3603871, 71.6889495]
altitude: 2496 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Тусьён jamoat; on the J-42 map, it is called Хун (Khun); Каландаров (2004: 11) mentions a settlement with such name that belongs to the Тавдем jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
106,Чагев,Shughni,"{'Shughni': '?', 'Russian': 'Чагев (Chagev)'}",['Чагеф (Chagef)'],,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Чагев (Chagev)
alternate spellings: Чагеф (Chagef)
coordinates: [37.3623677, 71.6918548]
altitude: 2505 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
107,Миδеншāрв / Ваҳдат,Shughni,"{'Shughni': 'Миδеншāрв (Miδenšārv)', 'Russian': 'Миденшарв (Midensharv)'}","['Миденшор (Midenshor)', 'Миденшавр (Midenshavr)', 'Медыншор (Medynshor)', 'Вахдат (Vakhdat)']",['Ваҳдат (Vahdat)'],['ат (Vahdat)'],"['Эдельман 1975: 49', 'Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005a']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: Миδеншāрв (Miδenšārv)
Russian: Миденшарв (Midensharv)
alternate spellings: Миденшор (Midenshor), Миденшавр (Midenshavr), Медыншор (Medynshor), Вахдат (Vakhdat)
alternate names: Ваҳдат (Vahdat)
coordinates: [37.3493482, 71.7140253]
altitude: 2750 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: ат (Vahdat)

sources: [Эдельман 1975: 49; Каландаров 2004: 11; J-42; The Pamirs’ Map 2013; Булбулшоев 2005a]"
108,Даштак,Shughni,"{'Shughni': '?', 'Russian': 'Даштак (Dashtak)'}",['Дахтак (Dakhtak)'],,['belongs to the Х̌ичу̊н jamoat'],"['Каландаров 2004: 12', 'J-42']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Даштак (Dashtak)
alternate spellings: Дахтак (Dakhtak)
coordinates: [37.33922, 71.7107083]
altitude: 2574 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Х̌ичу̊н jamoat

sources: [Каландаров 2004: 12; J-42]"
109,Даштак,Shughni,"{'Shughni': '?', 'Russian': 'Даштак (Dashtak)'}",,,"['belongs to the Мирсаид Миршакар jamoat', 'on the J-42 map, the location of this settlement is probably incorrect']","['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Даштак (Dashtak)
coordinates: [37.33922, 71.7107083]
altitude: 2574 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat; on the J-42 map, the location of this settlement is probably incorrect

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
110,Барджангал,Shughni,"{'Shughni': '?', 'Russian': 'Барджангал (Bardzhangal)'}",,,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Барджангал (Bardzhangal)
coordinates: [37.3368335, 71.7146488]
altitude: 2561 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
111,Парзӯδҷ ,Shughni,"{'Shughni': 'Парзӯδҷ (Parzūδǰ)', 'Russian': 'Парзудж (Parzudzh)'}","['Парзуд (Parzud)', 'Парзунч (Parzunch)', 'Parzuj']",,"['belongs to the Мирсаид Миршакар jamoat', 'on the J-42 map, the location of this settlement is probably incorrect']","['Эдельман 1975: 49', 'Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005a']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: Парзӯδҷ (Parzūδǰ)
Russian: Парзудж (Parzudzh)
alternate spellings: Парзуд (Parzud), Парзунч (Parzunch), Parzuj
coordinates: [37.3262463, 71.7219482]
altitude: 2576 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat; on the J-42 map, the location of this settlement is probably incorrect

sources: [Эдельман 1975: 49; Каландаров 2004: 11; J-42; The Pamirs’ Map 2013; Булбулшоев 2005a]"
112,Занинц,Shughni,"{'Shughni': '?', 'Russian': 'Занинц (Zanints)'}",['Zanint'],,['belongs to the Мирсаид Миршакар jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Занинц (Zanints)
alternate spellings: Zanint
coordinates: [37.3207652, 71.7472973]
altitude: 2606 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
113,Бидизи Поён,Shughni,"{'Shughni': '?', 'Russian': 'Бидизи Поён (Bidizi Poyon)'}",,['Нижний Бидиз (Lower Bidiz)'],"['belongs to the Мирсаид Миршакар jamoat', 'the name Бидизи Поён is a Tajik ezafe construction meaning ‘Lower Bidiz’']","['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Бидизи Поён (Bidizi Poyon)
alternate names: Нижний Бидиз (Lower Bidiz)
coordinates: [37.3141341, 71.7476608]
altitude: 2634 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat; the name Бидизи Поён is a Tajik ezafe construction meaning ‘Lower Bidiz’

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
114,Шош,Shughni,"{'Shughni': '?', 'Russian': 'Шош (Shosh)'}",,,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Шош (Shosh)
coordinates: [37.3015208, 71.7691033]
altitude: 2613 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
115,Видодж,Shughni,"{'Shughni': '?', 'Russian': 'Видодж (Vidodzh)'}",,,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Видодж (Vidodzh)
coordinates: [37.3039128, 71.7687379]
altitude: 2589 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
116,Чадич,Shughni,"{'Shughni': '?', 'Russian': 'Чадич (Chadich)'}",,,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Чадич (Chadich)
coordinates: [37.3061174, 71.7750318]
altitude: 2719 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; The Pamirs’ Map 2013]"
117,Бароҷ ,Shughni,"{'Shughni': 'Бароҷ (Baroǰ)', 'Russian': 'Бародж (Barodzh)'}",['Baroj'],,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005a']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: Бароҷ (Baroǰ)
Russian: Бародж (Barodzh)
alternate spellings: Baroj
coordinates: [37.3039921, 71.7802758]
altitude: 2688 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013; Булбулшоев 2005a]"
118,Дашт,Shughni,"{'Shughni': '?', 'Russian': 'Дашт (Dasht)'}",,,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Дашт (Dasht)
coordinates: [37.2939301, 71.7810313]
altitude: 2653 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
119,Тирбар,Shughni,"{'Shughni': '?', 'Russian': 'Тирбар (Tirbar)'}",,,['belongs to the Мирсаид Миршакар jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Мирсаид Миршакар ҷамоат,"Shughni: ?
Russian: Тирбар (Tirbar)
coordinates: [37.2866608, 71.7869864]
altitude: 2627 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Мирсаид Миршакар jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
120,Анджин,Shughni,"{'Shughni': '?', 'Russian': 'Анджин (Andzhin'}",,,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Анджин (Andzhin
coordinates: [37.2724605, 71.7937452]
altitude: 2636 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
121,Дирчид ,Shughni,"{'Shughni': '?', 'Russian': 'Дирчид (Dirchid)'}",,['Барчид (Barchid)'],"['belongs to the Роштқала jamoat', 'on the J-42 map, this settlement is called Барчид; it is unclear whether these two settlements are one and the same']","['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Дирчид (Dirchid)
alternate names: Барчид (Barchid)
coordinates: [37.2706581, 71.7886574]
altitude: 2663 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat; on the J-42 map, this settlement is called Барчид; it is unclear whether these two settlements are one and the same

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
122,Тингхон,Shughni,"{'Shughni': '?', 'Russian': 'Тингхон (Tingkhon)'}",['Tinghon'],,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Тингхон (Tingkhon)
alternate spellings: Tinghon
coordinates: [37.2656601, 71.8000055]
altitude: 2635 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
123,Пастарез,Shughni,"{'Shughni': '?', 'Russian': 'Пастарез (Pastarez)'}",,,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Пастарез (Pastarez)
coordinates: [37.2627683, 71.8074328]
altitude: 2643 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
124,Джарш,Shughni,"{'Shughni': '?', 'Russian': 'Джарш (Dzharsh)'}",['Jarsh'],,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Джарш (Dzharsh)
alternate spellings: Jarsh
coordinates: [37.2574947, 71.8135739]
altitude: 2737 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
125,Савир,Shughni,"{'Shughni': '?', 'Russian': 'Савир (Savir)'}",,,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Савир (Savir)
coordinates: [37.2656084, 71.808178]
altitude: 2632 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42]"
126,Медон,Shughni,"{'Shughni': '?', 'Russian': 'Медон (Medon)'}",,,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Медон (Medon)
coordinates: [37.2621624, 71.8135258]
altitude: 2649 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42]"
127,Қалā ,Shughni,"{'Shughni': 'Қалā (Qalā)', 'Russian': 'Кала (Kala)'}",,,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005b: 21']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: Қалā (Qalā)
Russian: Кала (Kala)
coordinates: [37.2658603, 71.8173345]
altitude: 2757 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013; Булбулшоев 2005b: 21]"
128,Бижур,Shughni,"{'Shughni': '?', 'Russian': 'Бижур (Bizhur)'}",,,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Бижур (Bizhur)
coordinates: [37.2594465, 71.8233674]
altitude: 2679 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
129,Трайд,Shughni,"{'Shughni': '?', 'Russian': 'Трайд (Trayd)'}",['Трай (Tray)'],,"['belongs to the Роштқала jamoat', 'this settlement is (probably incorrectly) called Трай (Tray) in [Эдельман 1975]']","['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Трайд (Trayd)
alternate spellings: Трай (Tray)
coordinates: [37.2513005, 71.8301346]
altitude: 2711 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat; this settlement is (probably incorrectly) called Трай (Tray) in [Эдельман 1975]

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
130,Римводж,Shughni,"{'Shughni': '?', 'Russian': 'Римводж (Rimvodzh)'}","['Римвоч (Rimvoch)', 'Rimvoj']",,['belongs to the Роштқала jamoat'],"['Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Роштқалā ҷамоат,"Shughni: ?
Russian: Римводж (Rimvodzh)
alternate spellings: Римвоч (Rimvoch), Rimvoj
coordinates: [37.2387449, 71.8271728]
altitude: 2713 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Роштқала jamoat

sources: [Каландаров 2004: 11; J-42; The Pamirs’ Map 2013]"
131,Миденвед,Shughni,"{'Shughni': '?', 'Russian': 'Миденвед (Midenved)'}",['Медынвед (Medynved)'],,['belongs to the Барвоз jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Миденвед (Midenved)
alternate spellings: Медынвед (Medynved)
coordinates: [37.2214791, 71.8298912]
altitude: 2754 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
132,Цордж,Shughni,"{'Shughni': '?', 'Russian': 'Цордж (Tsordzh)'}",['Tsorj'],,['belongs to the Барвоз jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Цордж (Tsordzh)
alternate spellings: Tsorj
coordinates: [37.2151157, 71.8380472]
altitude: 2742 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
133,Амбав,Shughni,"{'Shughni': '?', 'Russian': 'Амбав (Ambav)'}","['Анбав (Anbav)', 'Анбай (Anbay)']",,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Амбав (Ambav)
alternate spellings: Анбав (Anbav), Анбай (Anbay)
coordinates: [37.2102414, 71.8442867]
altitude: 2783 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
134,Вездара,Shughni,"{'Shughni': '?', 'Russian': 'Вездара (Vezdara)'}",,,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Вездара (Vezdara)
coordinates: [37.2056955, 71.8381499]
altitude: 2803 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
